name,subclade,BEAST-set
QEH92017,V-clade,N
QEI10682,F-clade,N
QEI48508,V-clade,N
QEJ81241,V-clade,N
QEL53502,V-clade,N
QEN96328,V-clade,N
QEY10511,V-clade,N
QFO38669,V-clade,N
QFO38823,V-clade,N
QFS21203,F-clade,N
QGT51806,V-clade,N
QGT51836,V-clade,N
QGT51866,V-clade,N
QGW67160,V-clade,N
QGZ99159,V-clade,N
QHA78088,V-clade,N
QHN73431,V-clade,N
QHX37788,V-clade,N
QHX39116,V-clade,N
QIA58012,V-clade,N
QIA58462,V-clade,N
QIA58496,V-clade,N
QIJ23575,V-clade,N
QIJ25436,V-clade,N
QIQ07398,F-clade,N
QIQ07516,V-clade,N
QIQ07645,V-clade,N
QIQ44316,V-clade,N
QIQ44819,V-clade,N
QIQ45105,V-clade,N
QIQ45276,V-clade,N
QIS63432,V-clade,N
QIV14525,V-clade,N
QIV14624,V-clade,N
QIZ31822,V-clade,N
QIZ33010,V-clade,N
QJB24204,V-clade,N
QJB24272,V-clade,N
QJX57681,V-clade,N
AAA52254,clade-split,Y
AAA52257,clade-split,Y
AAF73880,clade-split,Y
AAF73884,clade-split,Y
AAF73887,clade-split,Y
AAL26994,clade-split,Y
AAO88263,F-clade,N
AAO65613,F-clade,Y
ABB86935,clade-split,Y
ABC59712,F-clade,N
ABQ45440,clade-split,Y
ABQ45537,clade-split,Y
ABR28695,clade-split,Y
ABR28717,clade-split,Y
ABU80203,clade-split,Y
ABU80414,clade-split,Y
ABV82588,clade-split,Y
ABY51208,clade-split,Y
ACD85158,clade-split,Y
ACE78011,F-clade,N
ACI48765,F-clade,N
BAH02141,clade-split,Y
ACQ76406,V-clade,N
ACR01026,V-clade,N
ACR18973,V-clade,N
ACR38844,V-clade,N
ACR51059,V-clade,N
ACS78050,V-clade,N
ACT09114,V-clade,N
ACT22006,V-clade,N
ACT79626,V-clade,N
ACU12611,F-clade,N
ACU13085,V-clade,N
ACU17326,V-clade,N
ACU46725,clade-split,Y
ACU80018,clade-split,Y
ACV42085,F-clade,N
ACV53481,V-clade,N
ACY39756,V-clade,N
ACY39821,V-clade,N
ACY77844,V-clade,N
ACZ96263,V-clade,Y
ADA71192,V-clade,N
ADB89265,V-clade,N
ADB89385,V-clade,N
ADD14183,V-clade,N
ADD22525,V-clade,N
ADD22535,V-clade,N
ADD22796,V-clade,Y
ADD22965,V-clade,N
ADD23156,V-clade,N
ADD23284,V-clade,N
ADD23459,V-clade,N
ADD74422,V-clade,N
ADD74442,V-clade,N
ADD75032,V-clade,N
ADD75072,V-clade,N
ADD97165,V-clade,N
ADD97195,V-clade,N
ADD97355,V-clade,N
ADD97395,V-clade,N
ADD97445,V-clade,N
ADD97545,V-clade,N
ADD98082,V-clade,N
ADE21022,V-clade,N
ADE28804,V-clade,N
ADF10463,V-clade,N
ADF27453,V-clade,N
ADF27553,V-clade,N
ADF27583,V-clade,N
ADF28039,V-clade,N
BAJ05803,V-clade,N
ADF83501,F-clade,N
ADF83797,V-clade,N
ADF87236,V-clade,N
ADF87256,V-clade,N
ADG08474,F-clade,N
ADG42137,V-clade,N
ADG42177,V-clade,N
ADG42277,V-clade,N
ADG42287,V-clade,N
ADG42487,V-clade,N
ADG42617,V-clade,N
ADG42637,V-clade,N
ADG42677,V-clade,Y
ADG42897,V-clade,N
ADG58824,V-clade,N
ADG58830,V-clade,N
ADG58838,V-clade,N
ADH29486,V-clade,N
ADI48636,V-clade,N
ADI48776,V-clade,N
ADI49731,V-clade,N
ADI99594,V-clade,N
ADJ00472,V-clade,N
ADJ00476,V-clade,N
ADJ37747,V-clade,N
ADJ37754,V-clade,N
ADJ37759,V-clade,N
ADJ40468,V-clade,N
ADJ40538,V-clade,N
ADJ40658,V-clade,N
ADJ80698,V-clade,Y
ADJ80828,V-clade,N
ADJ81057,V-clade,N
ADK32424,V-clade,N
ADK33615,V-clade,N
ADK33645,V-clade,N
ADL32041,V-clade,N
ADM13075,V-clade,N
ADM13145,V-clade,N
ADM13205,V-clade,N
ADM14468,V-clade,N
ADM14600,V-clade,N
ADM14822,V-clade,Y
ADM14913,V-clade,N
ADM31542,V-clade,N
ADM31722,V-clade,N
ADM31762,V-clade,N
ADM31792,V-clade,N
ADM31812,V-clade,N
ADM32092,V-clade,N
ADM32805,V-clade,N
ADM33005,V-clade,N
ADM33271,V-clade,Y
ADM33396,V-clade,N
ADM52528,V-clade,N
ADM52578,V-clade,N
ADM52608,V-clade,N
ADN26179,V-clade,N
ADO12247,V-clade,N
ADO12337,V-clade,N
ADO12597,V-clade,N
ADO39883,V-clade,N
ADR32076,V-clade,N
ADT64497,V-clade,N
ADV78131,V-clade,N
ADX96508,V-clade,N
ADX96708,V-clade,N
ADX96748,V-clade,N
ADX96888,V-clade,N
ADX96938,V-clade,N
ADX98984,V-clade,N
ADY69884,clade-split,Y
ADY70257,clade-split,Y
ADY70374,clade-split,Y
ADY70406,clade-split,Y
ADY70483,clade-split,Y
ADY70546,clade-split,Y
ADY70638,clade-split,Y
ADY70997,clade-split,Y
ADY71087,clade-split,Y
ADY71117,clade-split,Y
ADY71340,clade-split,Y
ADY71417,F-clade,N
ADY80099,V-clade,N
ADZ04702,V-clade,N
ADZ04738,clade-split,Y
ADZ05662,F-clade,N
ADZ75317,V-clade,N
AEA72751,V-clade,N
AEA73795,V-clade,N
AEA73895,V-clade,N
AEA73975,V-clade,N
AEA92633,F-clade,N
AEB71911,V-clade,N
AEC33232,V-clade,N
AEH59605,V-clade,N
AEI30088,clade-split,Y
AEI86738,V-clade,N
AEI86878,V-clade,N
AEI86948,V-clade,N
AEI87078,V-clade,N
AEJ10494,V-clade,N
AEJ82928,V-clade,N
AEJ82935,V-clade,N
AEJ82939,V-clade,N
AEK21410,V-clade,N
AEL89535,V-clade,N
AEL89595,V-clade,N
AEL89605,V-clade,N
AEL89856,V-clade,N
AEL99668,V-clade,N
AEM62800,V-clade,N
AEM62836,V-clade,N
AEM62863,V-clade,N
AEM62871,V-clade,N
AEM92379,V-clade,N
AEM92509,V-clade,N
AEO00680,F-clade,N
AEO91739,F-clade,N
AEO91761,F-clade,N
AEW25332,V-clade,N
AEW25621,V-clade,N
AEW46934,V-clade,N
AEX30561,V-clade,N
AEY70359,V-clade,N
AEZ01114,V-clade,N
AEZ01178,V-clade,N
AEZ02180,F-clade,N
AFB70298,V-clade,N
AFB70318,V-clade,Y
AFC18418,V-clade,N
BAL70455,clade-split,Y
AFD32672,V-clade,N
AFE11358,V-clade,N
AFH41242,F-clade,N
AFI73476,F-clade,N
AFJ23018,V-clade,N
AFJ76147,V-clade,N
AFJ78795,V-clade,N
AFK14396,V-clade,N
AFK14780,V-clade,N
AFK73195,F-clade,N
AFK73202,F-clade,Y
AFL56684,V-clade,Y
AFN18685,V-clade,N
AFN19801,V-clade,N
AFN20122,V-clade,N
AFN66932,V-clade,N
BAM34300,V-clade,N
AFO38529,V-clade,N
AFO83006,V-clade,N
AFP34876,V-clade,N
AFP34886,V-clade,N
AFP35668,V-clade,N
AFP35878,V-clade,N
AFR42712,F-clade,N
AFR61052,F-clade,N
AFR78020,F-clade,N
AFU09161,V-clade,N
AFU09491,V-clade,N
AFV71358,F-clade,N
AFV71379,F-clade,Y
AFV71386,F-clade,N
AFV71462,F-clade,N
AFX68944,V-clade,N
AFX96632,V-clade,N
AFX96682,V-clade,N
AFX96928,V-clade,N
AFY24000,V-clade,Y
AGA19216,V-clade,N
AGA19327,V-clade,N
AGB13020,V-clade,N
AGB13344,V-clade,N
AGB13384,V-clade,N
AGB13474,V-clade,N
AGB13584,V-clade,N
AGB98990,F-clade,Y
AEA29264,F-clade,N
AEA29272,V-clade,N
ACT68189,V-clade,N
ACQ89929,V-clade,N
AGE83909,F-clade,N
AGF37522,V-clade,N
AGF37666,V-clade,N
AGF37692,V-clade,N
AGF37711,V-clade,N
AGF37740,F-clade,N
AGF37764,F-clade,N
AGG13955,V-clade,N
AGG53644,F-clade,N
AGG53677,F-clade,N
AGG86808,V-clade,N
AGG86874,V-clade,N
AGI55622,V-clade,Y
AGI55641,F-clade,Y
AGI52892,V-clade,N
AGI53272,V-clade,N
AGI53360,V-clade,N
AGI53570,V-clade,N
AGI53729,V-clade,N
AGI54947,V-clade,N
AGI55268,V-clade,N
AGK24358,V-clade,N
AGK62492,F-clade,N
AGK62660,F-clade,N
AGK72724,V-clade,N
AGK72946,V-clade,Y
AGK73459,V-clade,N
AGL05146,V-clade,N
AGL07714,V-clade,N
AGL51622,V-clade,N
AGN28813,F-clade,N
AGN51112,V-clade,N
AGN51190,F-clade,Y
AGN51279,V-clade,N
AGN69279,clade-split,Y
AGQ88523,V-clade,N
AGQ88545,V-clade,N
AGQ88644,V-clade,N
AGS41561,F-clade,N
AGS41569,V-clade,N
AGS41625,F-clade,N
AGS41641,F-clade,Y
AGS41825,V-clade,N
AGS41830,V-clade,N
AGS41835,V-clade,N
AGS42010,V-clade,N
AGS42018,F-clade,N
AGT18742,V-clade,N
AGT41741,F-clade,N
AGU69859,F-clade,N
AGU92649,V-clade,N
AGU92836,V-clade,N
AGV74597,V-clade,N
AGV74630,V-clade,N
AGV75004,V-clade,N
AGV75477,V-clade,N
AGV75653,V-clade,N
AGV75686,V-clade,N
AGW83141,V-clade,N
AGY42497,V-clade,N
AHA56884,V-clade,N
AHB20826,F-clade,N
AHB20860,F-clade,N
AHB21175,F-clade,N
AHB21309,F-clade,N
AHB21452,F-clade,N
AHB21596,F-clade,N
AHB21716,F-clade,N
AHB21751,F-clade,Y
AHB22013,V-clade,N
AHB22310,F-clade,N
AHB22453,V-clade,N
AHB22571,F-clade,N
AHB22595,F-clade,N
AHB22751,F-clade,N
AHB22967,F-clade,N
AHB22991,F-clade,N
AHB23749,F-clade,N
AHB24434,F-clade,N
AHB24446,V-clade,N
AHB24650,F-clade,N
AHB51212,F-clade,N
AHB51394,F-clade,N
AHB51464,F-clade,N
AHB51488,F-clade,N
AHB51940,F-clade,N
AHB52165,F-clade,N
AHB52247,F-clade,Y
AHB73609,F-clade,N
AHD25258,F-clade,N
AHI43219,V-clade,N
AHJ02832,V-clade,N
AHL21298,V-clade,N
AHL80920,V-clade,N
AHL95300,V-clade,N
AHL98464,V-clade,N
AHM98497,V-clade,N
AHM98574,V-clade,N
AHM98727,V-clade,N
AHM98840,V-clade,N
AHM98881,V-clade,N
AHN19642,clade-split,Y
AHX38263,F-clade,N
AHX38275,F-clade,N
AHX38670,V-clade,Y
AHX38929,V-clade,N
AHX38952,F-clade,N
AHY84478,V-clade,N
AHY84632,V-clade,N
AHY95127,F-clade,N
AHZ96064,F-clade,N
AIC65198,V-clade,N
AIC65208,V-clade,N
AIC65420,V-clade,N
AIC65430,V-clade,N
AIE49162,V-clade,N
AIE49993,V-clade,N
AIE50071,F-clade,N
AIE51081,F-clade,N
AIE51136,F-clade,N
AIE52035,V-clade,N
AIE52329,V-clade,N
AIE53147,V-clade,N
AII30860,F-clade,N
AIK26258,F-clade,N
AIL94062,V-clade,N
AIL94713,V-clade,N
AIM56098,V-clade,N
AIM56329,V-clade,N
AIM56473,V-clade,N
AIM56594,V-clade,N
AIM56616,V-clade,N
AIP92475,V-clade,N
AIP92552,V-clade,N
AIP92585,V-clade,Y
AIP92729,V-clade,Y
AIP92773,V-clade,N
AIP92883,V-clade,N
AIP93015,V-clade,N
AIP93048,V-clade,N
AIT16690,V-clade,N
AIT16693,F-clade,N
AIT38355,V-clade,N
AIT38444,V-clade,N
AIT92582,V-clade,N
AIW60728,V-clade,N
AIW63363,F-clade,N
AIW63400,V-clade,N
AIZ07559,V-clade,N
AJJ99369,V-clade,N
AJJ99867,V-clade,N
AJP13656,V-clade,N
BAQ58666,V-clade,N
AJW32038,F-clade,N
AJY79501,F-clade,N
AJY79517,F-clade,N
AJY79605,V-clade,N
AJY79730,F-clade,N
AKA60566,F-clade,N
AKA60595,V-clade,N
AKA63632,F-clade,N
AKC44636,F-clade,N
AKC44652,F-clade,N
AKC44677,V-clade,N
AKC44685,F-clade,N
AKC44710,F-clade,N
AKC44793,F-clade,N
AKC44819,F-clade,N
AKC44872,F-clade,N
AKC45200,F-clade,N
AKD00344,V-clade,N
AKD00411,F-clade,N
AKD00472,F-clade,N
AKD00532,F-clade,N
AKE37150,F-clade,N
AKE37189,F-clade,N
AKE37205,V-clade,N
AKE37223,F-clade,N
AKE37573,V-clade,N
AKH03229,F-clade,N
AKJ82008,V-clade,N
AKJ82385,V-clade,N
AKJ83239,V-clade,N
AKJ84094,F-clade,N
AKJ84125,F-clade,N
AKJ84396,F-clade,N
AKL90919,V-clade,N
AKM14296,F-clade,N
AKM14490,V-clade,N
AKM14578,F-clade,N
AKM14968,V-clade,N
AKQ10447,V-clade,N
AKQ10458,V-clade,N
AKQ10700,V-clade,N
AKQ10920,V-clade,N
AKQ11448,V-clade,N
AKQ11536,V-clade,N
AKQ11591,V-clade,N
AKQ11712,V-clade,N
AKQ11844,V-clade,N
AKQ12207,V-clade,N
AKQ12229,V-clade,N
AKQ12306,V-clade,N
AKQ12339,V-clade,N
AKQ12482,V-clade,N
AKV57433,F-clade,N
AKV57542,V-clade,N
AKV57597,F-clade,N
ALD19284,F-clade,N
ALD19369,V-clade,N
ALD19414,F-clade,N
ALD19439,F-clade,N
ALE66557,F-clade,N
ALE66628,F-clade,N
ALG76813,F-clade,N
ALG76871,F-clade,N
ALH26305,V-clade,N
ALH26448,V-clade,N
ALH26587,V-clade,N
ALH26712,V-clade,N
ALH26745,V-clade,N
ALJ53858,V-clade,N
ALJ54046,F-clade,N
ALJ54413,F-clade,N
ALP01921,V-clade,N
ALP01945,V-clade,N
ALP31231,V-clade,N
ALX28528,V-clade,N
ALX28961,V-clade,Y
ALX28979,V-clade,N
ALX29501,V-clade,N
ALX29853,V-clade,N
ALZ43044,F-clade,N
ALZ43176,F-clade,N
ALZ43440,F-clade,N
ALZ43574,F-clade,Y
ALZ43719,F-clade,N
ALZ43777,F-clade,N
ALZ43812,F-clade,Y
ALZ44323,F-clade,N
ALZ44357,F-clade,N
ALZ44380,F-clade,N
ALZ44519,V-clade,N
ALZ44577,F-clade,N
ALZ44680,F-clade,N
ALZ45000,F-clade,N
ALZ45022,F-clade,N
ALZ45050,V-clade,N
ALZ45244,F-clade,N
ALZ45542,V-clade,N
ALZ46481,F-clade,Y
ALZ46505,V-clade,N
ALZ46608,F-clade,Y
AMA11542,V-clade,N
AMA65342,V-clade,N
AMB66894,V-clade,N
AMB67058,V-clade,N
AMB72350,V-clade,N
AMX74909,F-clade,N
AMY15720,V-clade,N
AMY15805,clade-split,Y
AMY15912,V-clade,N
AMY16236,V-clade,N
AMY16314,clade-split,Y
ANE27157,V-clade,N
ANE27523,V-clade,N
ANE27581,V-clade,N
ANE28010,V-clade,N
ANE28329,V-clade,N
ANE28461,V-clade,N
ANE29020,V-clade,N
ANE29077,V-clade,N
ANE29088,V-clade,N
ANE29109,V-clade,N
ANE29327,V-clade,N
ANE29521,V-clade,N
ANE37270,V-clade,N
ANH71137,V-clade,N
ANJ77945,V-clade,N
ANJ77978,V-clade,Y
ANK57538,V-clade,N
ANM72150,V-clade,N
ANM87381,V-clade,N
ANM87414,V-clade,N
ANM87469,V-clade,Y
ANM87677,V-clade,N
ANM87688,V-clade,N
ANM88061,V-clade,N
ANM88347,V-clade,N
ANM88545,V-clade,N
ANM88853,V-clade,N
ANM89073,V-clade,N
ANM89227,V-clade,N
ANM89271,V-clade,N
ANM89601,V-clade,N
ANM89821,V-clade,N
ANM90206,V-clade,N
ANM90382,V-clade,N
ANM90910,V-clade,N
ANM91130,V-clade,N
ANM91977,V-clade,N
ANM92087,V-clade,N
ANM92230,V-clade,N
ANM92263,V-clade,N
ANM93044,V-clade,N
ANM93319,V-clade,N
ANM93495,V-clade,N
ANM93583,V-clade,N
ANM93660,V-clade,N
ANM93781,V-clade,N
ANM93924,V-clade,N
ANM93946,V-clade,N
ANM94056,V-clade,N
ANM94100,V-clade,N
ANM94210,V-clade,N
ANM94485,V-clade,N
ANM94584,V-clade,N
ANM94837,V-clade,N
ANM94870,V-clade,N
ANM94914,V-clade,N
AOE23054,V-clade,N
AOE23080,V-clade,N
AOE23120,F-clade,N
AOG30217,V-clade,N
AOG30336,F-clade,N
AOG30399,F-clade,N
AOG30479,F-clade,N
AOG30533,V-clade,N
AOG30595,V-clade,N
AOO54067,V-clade,N
AOO54089,V-clade,N
AOO54756,V-clade,N
AOO54780,F-clade,N
AOT22519,V-clade,N
AOT22569,V-clade,N
AOT22645,F-clade,N
AOT22705,V-clade,N
AOT22736,F-clade,N
AOT87042,V-clade,N
AOT87735,V-clade,N
AOT88142,V-clade,N
AOT88373,V-clade,N
AOT88472,V-clade,N
AOT92437,V-clade,N
AOT92646,V-clade,N
AOT92844,V-clade,N
AOT92965,V-clade,N
AOT93130,V-clade,N
AOT93251,V-clade,N
AOT93658,V-clade,N
AOX49688,F-clade,Y
AOZ81529,V-clade,N
AOZ86266,V-clade,N
APA16515,F-clade,N
APB88893,F-clade,N
APB88952,F-clade,N
APB88997,F-clade,Y
APC58058,V-clade,N
APC58097,V-clade,N
APG56704,F-clade,N
APG56760,F-clade,N
APO20347,V-clade,N
APP92034,V-clade,N
APT38923,V-clade,N
APW30868,F-clade,N
APW31173,V-clade,N
AQI21055,V-clade,N
AQN74109,V-clade,N
AQN74142,V-clade,N
AQN74369,V-clade,N
AQN74820,V-clade,N
AQN74943,V-clade,N
AQN74993,V-clade,N
AQN75125,V-clade,N
AQN75876,V-clade,N
AQN75976,V-clade,N
AQS19102,V-clade,N
AQS19806,V-clade,N
AQS82358,V-clade,N
AQS97021,V-clade,N
AQT27496,F-clade,Y
AQW37392,V-clade,N
AQZ42021,V-clade,N
AQZ42069,V-clade,N
ARB17437,V-clade,N
ARB17602,V-clade,N
ARH17332,V-clade,N
ARH17480,V-clade,N
ARH17535,V-clade,N
ARI68224,F-clade,N
ARI68272,F-clade,N
ARI68326,V-clade,N
ARI68880,V-clade,N
ARI69592,V-clade,Y
ARI70043,V-clade,N
ARI70388,V-clade,N
ARI70465,V-clade,N
ARI70475,F-clade,N
ARI70621,F-clade,N
ARI70651,F-clade,N
ARO85169,V-clade,N
ARQ87469,V-clade,N
ART29587,V-clade,N
ART29607,F-clade,N
ART29731,F-clade,N
ARX97260,F-clade,N
ARX97316,F-clade,N
ARX97335,F-clade,N
ASB32582,V-clade,N
ASB33025,V-clade,N
ASB33085,V-clade,N
ASB33109,V-clade,N
ASB33901,V-clade,N
ASB33949,V-clade,N
ASF57955,V-clade,N
ASF58011,F-clade,N
ASF58031,V-clade,N
ASF58070,V-clade,N
ASK82659,V-clade,N
ASR91968,F-clade,N
ASR91988,F-clade,N
ASR92017,F-clade,N
ASR92046,V-clade,N
ASR92066,V-clade,N
ASR92106,F-clade,N
ASU07729,V-clade,Y
ATB53850,F-clade,N
ATB53962,V-clade,N
ATB53973,V-clade,N
ATB54039,V-clade,N
ATB54236,V-clade,N
ATB54313,V-clade,N
ATD52063,V-clade,N
ATE48703,V-clade,N
ATE48727,V-clade,N
ATE48775,V-clade,N
ATE49857,F-clade,N
ATI21424,F-clade,N
ATI21484,F-clade,N
ATI21494,V-clade,N
ATJ01136,F-clade,N
ATJ01159,clade-split,Y
ATJ01204,V-clade,N
ATJ01309,F-clade,N
ATJ01667,F-clade,N
ATJ01710,V-clade,N
ATJ01812,F-clade,N
ATJ01847,F-clade,N
ATJ01870,F-clade,N
ATJ01893,V-clade,N
ATJ01939,F-clade,N
ATJ02131,F-clade,N
ATJ02300,F-clade,N
ATJ02413,F-clade,N
ATJ02528,V-clade,N
ATJ02594,F-clade,N
ATP61380,F-clade,N
ATP61460,V-clade,N
ATP79771,V-clade,N
ATP80508,V-clade,N
ATY36443,V-clade,N
AUC65598,V-clade,N
AUC65798,V-clade,N
AUD10071,V-clade,N
AUH29191,V-clade,N
AUH29898,V-clade,N
AUH29920,V-clade,N
AUH30830,V-clade,N
AUI44165,V-clade,N
AUM61244,V-clade,N
AUM61273,V-clade,N
AUM61302,V-clade,N
AUM61331,F-clade,N
AUN87106,F-clade,N
AUN87125,F-clade,N
AUN87205,V-clade,N
AUO32003,V-clade,N
AUO32031,F-clade,N
AUP48074,V-clade,N
AUS93427,V-clade,N
AUT17410,V-clade,N
AVH86246,V-clade,N
AVH86405,F-clade,N
AVI14910,V-clade,N
AVL84706,V-clade,N
AVL84785,F-clade,N
AVL84844,V-clade,N
AVN84845,F-clade,Y
AVN87221,F-clade,N
AVN87367,V-clade,N
AVP03718,V-clade,N
AVP08463,V-clade,N
AVP08485,V-clade,N
AVP08920,V-clade,N
AVR40375,V-clade,N
AVR40560,V-clade,N
AVR40835,V-clade,N
AVR40884,V-clade,N
AVR41011,V-clade,N
AVR41088,V-clade,N
AVR41143,V-clade,N
AVR41187,V-clade,N
AVR41214,V-clade,N
AVR41264,V-clade,N
AVR41495,V-clade,N
AVR58470,V-clade,N
AVT56074,F-clade,Y
AVX28675,V-clade,N
AVX29274,V-clade,N
AVX35857,V-clade,N
AWB14273,F-clade,N
AWC07099,V-clade,N
AWI42401,V-clade,N
AWI42434,V-clade,N
AWI42483,V-clade,N
AWI42676,V-clade,N
AWI42720,V-clade,N
AWI42830,V-clade,N
AWV55173,F-clade,N
AWW19627,V-clade,N
AWW19633,V-clade,N
AWW19644,V-clade,N
AWW19665,V-clade,N
AWW19671,V-clade,N
AWW19676,V-clade,N
AWW19713,V-clade,N
AWW19741,V-clade,N
AWW20366,V-clade,N
AWW20400,V-clade,N
AWW20574,V-clade,N
AWW20619,V-clade,N
AWW20652,V-clade,N
AWW20963,V-clade,N
AWW21103,V-clade,N
AWX41459,V-clade,N
AWX41494,V-clade,N
AWX41500,V-clade,N
AXB50959,V-clade,N
AXB50966,V-clade,N
AXC24907,F-clade,N
AXE75348,V-clade,N
AXF93324,V-clade,N
AXF93384,V-clade,N
AXF93394,V-clade,Y
AXF93502,V-clade,N
AXF93546,V-clade,N
AXF93590,V-clade,N
AXF93612,V-clade,N
AXF93653,V-clade,N
AXH80785,V-clade,N
AXH81351,V-clade,N
AXH81373,V-clade,N
AXH81586,V-clade,N
AXQ11790,V-clade,N
AXS75344,F-clade,N
AXS75373,V-clade,N
AXV43426,V-clade,N
AXV43448,V-clade,N
AXV43695,V-clade,N
AXY80580,V-clade,N
AYD79038,F-clade,N
AYD79058,F-clade,N
AYD79087,F-clade,N
AYD79127,V-clade,N
AYH65008,V-clade,N
AYN07962,V-clade,N
AYO97993,F-clade,N
AYO98017,V-clade,N
AYO98127,F-clade,N
AYO98140,V-clade,N
AYP64548,V-clade,N
AYV62780,V-clade,N
AYW00610,V-clade,N
AYW34890,F-clade,N
AYW35019,F-clade,N
AZB74591,V-clade,N
AZQ20335,F-clade,N
AZQ20437,V-clade,N
AZQ20460,V-clade,N
AZQ98148,V-clade,N
AZQ98418,V-clade,N
AZQ98576,V-clade,N
AZQ98621,V-clade,N
AZQ98631,V-clade,N
AZQ98823,V-clade,N
AZQ99086,V-clade,N
AZS65043,V-clade,N
AZS65165,V-clade,N
AZS65176,V-clade,N
AZS65256,V-clade,N
AZS65306,V-clade,N
AZS69294,V-clade,N
AZY31731,V-clade,N
AZY31735,V-clade,N
AZY40068,V-clade,N
AZY87323,V-clade,N
AZY88025,V-clade,N
QAB02072,V-clade,N
QAB02116,V-clade,N
QAB02258,V-clade,N
QAB02378,V-clade,N
QAB02604,V-clade,N
QAB03549,V-clade,N
QAB04430,V-clade,Y
QAU20670,V-clade,N
QAX25247,F-clade,N
QAX25348,F-clade,N
QAX25427,F-clade,Y
QAX25539,F-clade,N
QAX25595,F-clade,N
QAX25889,F-clade,N
QAX25923,F-clade,Y
QAX26103,F-clade,N
QAY27779,V-clade,N
QAY27845,V-clade,N
QAY27925,V-clade,N
QAY28063,V-clade,N
QAY30937,F-clade,N
QBA29554,F-clade,N
QBA29669,V-clade,N
QBA99055,V-clade,N
QBA99371,V-clade,N
QBF01739,F-clade,N
QBF01884,V-clade,N
QBF02568,F-clade,N
QBH70712,V-clade,Y
QBH70723,V-clade,N
QBH71507,V-clade,N
QBL90677,V-clade,N
QBL96289,V-clade,N
QBL96860,V-clade,N
QBM03169,V-clade,N
QBM03378,V-clade,N
QBM03587,V-clade,N
QBM03664,V-clade,N
QBM03972,V-clade,N
QBM04302,V-clade,N
QBM04434,V-clade,N
QBM06922,V-clade,N
QBM07123,V-clade,N
QBM07234,V-clade,N
QBM12176,V-clade,N
QBM12184,V-clade,N
QBO25306,F-clade,N
QBO25402,F-clade,N
QBO25521,V-clade,N
QBO25530,F-clade,N
QBO25610,V-clade,N
QBO25659,F-clade,N
QBP37689,V-clade,N
QBP37799,V-clade,N
QBP37832,V-clade,N
QBQ86340,V-clade,N
QBQ86373,V-clade,N
QBQ86417,V-clade,N
QBQ86428,V-clade,N
QBQ86703,V-clade,N
QBR86935,V-clade,N
QBR98662,V-clade,N
QBS18602,V-clade,N
QBS19165,V-clade,N
QBS19507,V-clade,N
QBX91589,V-clade,N
QBX91633,V-clade,N
QBX92363,V-clade,N
QBX92656,V-clade,N
QBX92689,V-clade,N
QBY33677,V-clade,N
QBY34243,V-clade,N
QBY34307,V-clade,N
QBY34364,V-clade,N
QBZ79117,V-clade,N
QBZ79126,V-clade,N
QBZ79406,V-clade,N
QCF42726,V-clade,N
QCF42734,V-clade,N
QCF60787,F-clade,N
QCF60864,V-clade,N
QCF60953,F-clade,Y
QCF60973,F-clade,N
QCF61002,F-clade,N
QCG82830,V-clade,N
QCG82918,V-clade,N
QCG82984,V-clade,N
QCG83105,V-clade,N
QCG83379,V-clade,Y
QCH41761,V-clade,N
QCH41768,V-clade,N
QCH41775,V-clade,N
QCH41788,V-clade,N
QCO72675,V-clade,N
QCO90052,F-clade,N
QCO90072,F-clade,N
QCO90661,V-clade,N
QCO90698,V-clade,N
QCO90748,V-clade,N
QCP66477,V-clade,N
QCQ18737,V-clade,N
QCQ18787,V-clade,N
QCQ19126,V-clade,N
QCW11409,V-clade,N
QCW11552,V-clade,N
QCW11839,V-clade,N
QCW16940,V-clade,N
QCW16988,V-clade,N
QCW17061,V-clade,N
QCW17296,V-clade,N
QCW17407,V-clade,N
QCW17495,V-clade,N
QCW17583,V-clade,N
QCW17743,V-clade,N
QCW18220,V-clade,N
QDA16986,V-clade,N
QDA17124,V-clade,N
QDC19649,V-clade,N
QDC20506,V-clade,N
QDC21066,V-clade,N
QDE05470,V-clade,N
QDE05689,V-clade,N
QDE05954,V-clade,N
QDE06064,V-clade,N
QDE06117,V-clade,N
QDF81884,V-clade,N
QDF81894,V-clade,N
QDF94629,F-clade,N
QDJ94950,V-clade,N
QDK57770,V-clade,N
QDK58202,V-clade,N
QDP14833,V-clade,N
QDP16762,V-clade,N
QDR48191,V-clade,N
QDR48290,V-clade,N
QDR48422,V-clade,N
QDX10920,F-clade,N
QDX16158,V-clade,N
QDX16263,V-clade,N
QED55865,F-clade,Y
QED55935,V-clade,N
QEI44530,V-clade,Y
QEL53508,V-clade,N
QEN96295,V-clade,Y
QEP09463,V-clade,N
QES86892,V-clade,N
QEY10453,V-clade,N
QEY10462,V-clade,N
QEY10492,V-clade,N
QFO38735,V-clade,N
QFO38900,V-clade,N
QFQ16271,V-clade,N
QFS21280,V-clade,N
QGF19433,V-clade,N
QGH81457,V-clade,N
QGM78951,V-clade,N
QGT51816,F-clade,N
QGW43548,V-clade,N
QGW43768,V-clade,N
QHA30651,V-clade,N
QHA30666,V-clade,N
QHA30722,V-clade,N
QHA78005,V-clade,N
QHA78077,V-clade,N
QHI02129,V-clade,N
QHI02225,V-clade,N
QHI02440,V-clade,N
QHI02627,V-clade,N
QHN72275,V-clade,N
QHN72652,V-clade,N
